,ReadId,TileName,TileLength,TilePosition,AlignmentLength,Start,Stop,AlignmentScore,Distance,Suspicious
7930,499,PVP-SE1gp146-CBD,267,3,278,196,474,435,-28,0
7931,499,Phage003,423,4,429,446,875,533,0,0
8080,38,Sarcotoxin,129,1,117,48,165,137,-54,1
8081,38,Flexibleshort,30,2,30,111,141,92,-5,0
8082,38,PVP-SE1gp146-CBD,267,3,316,136,452,733,-17,0
8083,38,P2gp09,510,4,582,435,1017,1325,0,0
8124,49,Ranalexin,66,1,67,81,148,274,76,1
8125,49,Flexiblemedian,54,2,54,224,278,194,-7,0
8126,49,201j2-1gp229-CBD,267,3,276,271,547,1045,-18,0
8127,49,CR8gp3.5,465,4,484,529,1013,1692,0,0
8136,52,CecropinAA,120,1,125,32,157,502,288,1
8137,52,Flexiblemedian,54,2,51,445,496,81,-326,1
8138,52,K11gp3.5,465,3,474,170,644,1452,-60,1
8139,52,P2gp09,510,4,519,584,1103,1973,0,0
8144,54,SMAP29,99,1,111,628,739,108,-659,1
8145,54,Flexiblemedian,54,2,40,80,120,111,-3,0
8146,54,KZ144-CBD,258,3,267,117,384,436,-35,0
8147,54,BcepC6Bgp22,507,4,540,349,889,1464,0,0
8200,68,Myxinidin,48,1,48,90,138,231,61,1
8201,68,Flexiblemedian,54,2,54,199,253,190,-8,0
8202,68,KZ144-CBD,258,3,272,245,517,1031,-12,0
8203,68,P2gp09,510,4,510,505,1015,1864,0,0
8324,99,IR2,54,1,53,39,92,190,698,1
8325,99,Flexiblemedian,54,2,57,790,847,81,-735,1
8326,99,EL188-CBD,351,3,370,112,482,1315,-14,0
8327,99,BcepC6Bgp22,507,4,546,468,1014,1761,0,0
8340,103,SMAP29,99,1,108,686,794,144,-407,1
8341,103,Flexiblemedian,54,2,46,387,433,75,396,1
8342,103,EL188-CBD,351,3,359,829,1188,606,-770,1
8343,103,KMVgp36C,498,4,458,418,876,282,0,0
8492,141,CecropinAD,132,1,106,759,865,122,107,1
8493,141,Flexiblemedian,54,2,57,972,1029,84,-683,1
8494,141,201j2-1gp229-CBD,267,3,266,346,612,931,-14,0
8495,141,BcepC6Bgp22,507,4,509,598,1107,2000,0,0
8540,153,3IQ2,81,1,84,630,714,106,-610,1
8541,153,Flexiblemedian,54,2,55,104,159,84,-10,0
8542,153,OBPgp279-CBD,396,3,401,149,550,867,-39,0
8543,153,BcepC6Bgp22,507,4,493,511,1004,1056,0,0
8544,154,Sarcotoxin,129,1,139,350,489,113,-419,1
8545,154,Flexiblemedian,54,2,53,70,123,122,-7,0
8546,154,KZ144-CBD,258,3,266,116,382,666,-36,0
8547,154,BcepC6Bgp22,507,4,525,346,871,1277,0,0
8648,180,Sarcotoxin,129,1,141,669,810,152,-685,1
8649,180,Flexiblemedian,54,2,51,125,176,158,-7,0
8650,180,EL188-CBD,351,3,364,169,533,975,-38,0
8651,180,Vpept,438,4,447,495,942,943,0,0
8660,183,CecropinAD,132,1,104,595,699,116,-637,1
8661,183,Flexibleshort,30,2,30,62,92,128,-7,0
8662,183,EL188-CBD,351,3,355,85,440,1490,-12,0
8663,183,BcepC6Bgp22,507,4,525,428,953,1817,0,0
8808,220,Chrysophsin,87,1,96,106,202,144,93,1
8809,220,Flexiblemedian,54,2,13,295,308,52,-49,0
8810,220,201j2-1gp229-CBD,267,3,313,259,572,530,-13,0
8811,220,201j2-1gp229-EAD,540,4,599,559,1158,832,0,0
8872,236,Buforin,75,1,79,89,168,235,705,1
8873,236,Flexiblemedian,54,2,69,873,942,77,-747,1
8874,236,OBPgp279-CBD,396,3,385,195,580,793,-35,0
8875,236,BcepC6Bgp22,507,4,514,545,1059,1668,0,0
8892,241,Cathelicidin,102,1,108,433,541,119,-436,1
8893,241,Flexibleshort,30,2,33,105,138,81,-6,0
8894,241,201j2-1gp229-CBD,267,3,274,132,406,1049,-21,0
8895,241,PVP-SE1gp146-EAD,561,4,571,385,956,2031,0,0
8920,248,CecropinAA,120,1,90,358,448,120,-211,1
8921,248,Flexiblemedian,54,2,45,237,282,101,7,0
8922,248,K11gp3.5,465,3,465,289,754,1705,-32,0
8923,248,KZgp181,501,4,518,722,1240,1843,0,0
9056,282,LfcinB,57,1,58,65,123,268,70,1
9057,282,Flexiblemedian,54,2,53,193,246,247,-6,0
9058,282,EL188-CBD,351,3,358,240,598,1376,-29,0
9059,282,XccBg35,579,4,599,569,1168,2142,0,0
9164,309,Protegrin,66,1,67,89,156,291,54,1
9165,309,Flexiblemedian,54,2,56,210,266,218,-6,0
9166,309,201j2-1gp229-CBD,267,3,289,260,549,958,-15,0
9167,309,LUZ24gp67,405,4,381,534,915,1557,0,0
9200,318,SMAP29,99,1,98,116,214,237,665,1
9201,318,Flexiblemedian,54,2,30,879,909,60,-630,1
9202,318,PVP-SE1gp146-CBD,267,3,287,279,566,572,-30,0
9203,318,XccBg35,579,4,517,536,1053,1069,0,0
9308,345,Buforin,75,1,76,73,149,234,81,1
9309,345,Flexiblemedian,54,2,56,230,286,187,-7,0
9310,345,201j2-1gp229-CBD,267,3,275,279,554,1013,-19,0
9311,345,OBPgp276,540,4,564,535,1099,1888,0,0
9332,351,E7K_I9K_IsCT,51,1,55,77,132,217,382,1
9333,351,Flexiblemedian,54,2,55,514,569,87,-409,1
9334,351,201j2-1gp229-CBD,267,3,273,160,433,1074,-15,0
9335,351,KMVgp36C,498,4,500,418,918,1926,0,0
9512,396,FR2,54,1,50,77,127,144,515,1
9513,396,Flexiblemedian,54,2,48,642,690,70,-551,1
9514,396,PVP-SE1gp146-CBD,267,3,270,139,409,982,-25,0
9515,396,KMVgp36C,498,4,514,384,898,1635,0,0
9588,415,CecropinAA,120,1,127,75,202,504,66,1
9589,415,Flexiblemedian,54,2,57,268,325,232,-6,0
9590,415,K11gp3.5,465,3,494,319,813,1794,-27,0
9591,415,LUZ24gp67,405,4,418,786,1204,1428,0,0
9656,432,Melittin,90,1,90,81,171,450,403,1
9657,432,Flexiblemedian,54,2,57,574,631,93,-445,1
9658,432,KZ144-CBD,258,3,269,186,455,986,-14,0
9659,432,BcepC6Bgp16,423,4,450,441,891,1587,0,0
9704,444,Buforin,75,1,79,35,114,249,474,1
9705,444,Flexiblemedian,54,2,44,588,632,106,-505,1
9706,444,KZ144-CBD,258,3,266,127,393,826,-17,0
9707,444,XccBg35,579,4,557,376,933,1929,0,0
9808,470,CecropinAA,120,1,124,626,750,122,-659,1
9809,470,Flexiblemedian,54,2,55,91,146,111,-9,0
9810,470,EL188-CBD,351,3,357,137,494,980,-47,0
9811,470,LysAci7,591,4,610,447,1057,1328,0,0
9820,473,Sarcotoxin,129,1,138,644,782,126,-634,1
9821,473,Flexiblemedian,54,2,54,148,202,164,-8,0
9822,473,201j2-1gp229-CBD,267,3,274,194,468,579,-39,0
9823,473,Vpept,438,4,429,429,858,587,0,0
9880,488,E7K_I9K,51,1,54,83,137,177,65,1
9881,488,Flexiblemedian,54,2,53,202,255,203,-5,0
9882,488,PVP-SE1gp146-CBD,267,3,290,250,540,955,-18,0
9883,488,KZgp181,501,4,499,522,1021,1894,0,0
9912,4,Sarcotoxin,129,1,148,854,1002,115,-789,1
9913,4,Flexiblemedian,54,2,56,213,269,165,-7,0
9914,4,PVP-SE1gp146-CBD,267,3,288,262,550,546,-29,0
9915,4,PVP-SE1gp146-EAD,561,4,594,521,1115,1590,0,0
9944,12,CecropinAA,120,1,122,370,492,126,-385,1
9945,12,Flexibleshort,30,2,30,107,137,110,-7,0
9946,12,PVP-SE1gp146-CBD,267,3,279,130,409,1005,-20,0
9947,12,KZ144-EAD,543,4,550,389,939,2163,0,0
10104,52,Sarcotoxin,129,1,133,768,901,133,-630,1
10105,52,Flexiblemedian,54,2,56,271,327,62,-119,1
10106,52,EL188-CBD,351,3,384,208,592,1186,-9,0
10107,52,LysAci7,591,4,612,583,1195,1557,0,0
10112,54,Buforin,75,1,76,74,150,266,72,1
10113,54,Flexiblemedian,54,2,59,222,281,220,-6,0
10114,54,201j2-1gp229-CBD,267,3,277,275,552,937,-26,0
10115,54,201j2-1gp229-EAD,540,4,569,526,1095,1719,0,0
10264,92,CecropinAD,132,1,134,118,252,137,-88,1
10265,92,Flexiblemedian,54,2,52,164,216,101,158,1
10266,92,K11gp3.5,465,3,456,374,830,210,-764,1
10267,92,BcepC6Bgp22,507,4,494,66,560,278,0,0
10296,100,CecropinAD,132,1,150,605,755,126,-529,1
10297,100,Flexiblemedian,54,2,55,226,281,135,89,1
10298,100,K11gp3.5,465,3,472,370,842,211,-671,1
10299,100,BcepC6Bgp22,507,4,578,171,749,353,0,0
10308,103,E7K_I9K_IsCT,51,1,50,88,138,193,57,1
10309,103,Flexiblemedian,54,2,58,195,253,192,-6,0
10310,103,PVP-SE1gp146-CBD,267,3,272,247,519,574,-25,0
10311,103,Vpept,438,4,446,494,940,512,0,0
10428,133,Chrysophsin,87,1,97,31,128,188,547,1
10429,133,Flexibleshort,30,2,22,675,697,43,-551,1
10430,133,EL188-CBD,351,3,376,146,522,518,-37,0
10431,133,Phage003,423,4,430,485,915,694,0,0
10464,142,Melittin,90,1,105,80,185,183,-61,1
10465,142,Flexiblemedian,54,2,57,124,181,80,99,1
10466,142,KZ144-CBD,258,3,298,280,578,430,-417,1
10467,142,Phage2b.1bg019,573,4,582,161,743,317,0,0
10544,162,CecropinAD,132,1,101,79,180,105,-55,1
10545,162,Flexiblemedian,54,2,51,125,176,85,-6,0
10546,162,PVP-SE1gp146-CBD,267,3,316,170,486,545,-22,0
10547,162,LUZ24gp67,405,4,453,464,917,957,0,0
10712,204,Sarcotoxin,129,1,104,130,234,118,-142,1
10713,204,Flexiblemedian,54,2,41,92,133,121,2,0
10714,204,PVP-SE1gp146-CBD,267,3,288,135,423,637,-20,0
10715,204,LysAci7,591,4,629,403,1032,528,0,0
10820,231,Myxinidin,48,1,49,95,144,192,75,1
10821,231,Flexiblemedian,54,2,52,219,271,224,-5,0
10822,231,KZ144-CBD,258,3,258,266,524,1104,-16,0
10823,231,KZ144-EAD,543,4,489,508,997,2029,0,0
10832,234,LL-37,123,1,111,508,619,118,-471,1
10833,234,Flexiblemedian,54,2,57,148,205,197,-11,0
10834,234,OBPgp279-CBD,396,3,419,194,613,1483,-21,0
10835,234,OBPgp279-EAD,615,4,592,592,1184,1666,0,0
10984,272,Pleurocidin,87,1,94,32,126,188,-65,1
10985,272,Flexibleshort,30,2,17,61,78,41,63,1
10986,272,KZ144-CBD,258,3,277,141,418,512,-24,0
10987,272,OBPgp279-EAD,615,4,678,394,1072,1126,0,0
11016,280,Sarcotoxin,129,1,119,211,330,125,-148,1
11017,280,Flexiblemedian,54,2,38,182,220,66,-5,0
11018,280,OBPgp279-CBD,396,3,424,215,639,672,-4,0
11019,280,Vpept,438,4,417,635,1052,358,0,0
11076,295,LL-37,123,1,122,762,884,117,-755,1
11077,295,Flexiblemedian,54,2,56,129,185,72,3,0
11078,295,KZ144-CBD,258,3,261,188,449,589,-29,0
11079,295,201j2-1gp229-EAD,540,4,569,420,989,1992,0,0
11160,316,CecropinAA,120,1,80,793,873,120,-862,1
11161,316,Flexibleshort,30,2,26,11,37,41,607,1
11162,316,K11gp3.5,465,3,487,644,1131,681,-450,1
11163,316,CR8gp3.5,465,4,436,681,1117,1573,0,0
11212,329,Melittin,90,1,80,704,784,122,-714,1
11213,329,Flexiblemedian,54,2,54,70,124,212,-7,0
11214,329,EL188-CBD,351,3,365,117,482,1379,-27,0
11215,329,Vpept,438,4,443,455,898,909,0,0
11260,341,CecropinAD,132,1,144,80,224,115,-67,1
11261,341,Flexiblemedian,54,2,52,157,209,238,4,0
11262,341,EL188-CBD,351,3,351,213,564,1424,-5,0
11263,341,PsP3gp10,507,4,502,559,1061,2047,0,0
11280,346,3IQ2,81,1,91,855,946,114,-834,1
11281,346,Flexiblemedian,54,2,54,112,166,74,3,0
11282,346,OBPgp279-CBD,396,3,428,169,597,599,-48,0
11283,346,PsP3gp10,507,4,532,549,1081,686,0,0
11312,354,TB_KKG6A,57,1,52,18,70,136,628,1
11313,354,Flexiblemedian,54,2,53,698,751,86,-651,1
11314,354,KZ144-CBD,258,3,278,100,378,672,-21,0
11315,354,BcepC6Bgp22,507,4,544,357,901,1418,0,0
11416,380,3IQ2,81,1,72,110,182,338,78,1
11417,380,Flexiblemedian,54,2,55,260,315,235,-6,0
11418,380,PVP-SE1gp146-CBD,267,3,273,309,582,1123,-15,0
11419,380,PsP3gp10,507,4,506,567,1073,1866,0,0
11604,427,Cathelicidin,102,1,106,79,185,250,516,1
11605,427,Flexiblemedian,54,2,53,701,754,81,-533,1
11606,427,OBPgp279-CBD,396,3,453,221,674,811,-25,0
11607,427,BcepC6Bgp16,423,4,459,649,1108,1092,0,0
11692,449,CecropinAA,120,1,119,662,781,106,-691,1
11693,449,Flexiblemedian,54,2,56,90,146,71,300,1
11694,449,KZ144-CBD,258,3,269,446,715,775,-18,0
11695,449,LUZ24gp67,405,4,410,697,1107,1136,0,0
11728,458,SMAP29,99,1,93,896,989,129,-866,1
11729,458,Flexiblemedian,54,2,46,123,169,123,8,0
11730,458,OBPgp279-CBD,396,3,426,177,603,1220,-22,0
11731,458,CR8gp3.5,465,4,502,581,1083,1446,0,0
11744,462,TP4,87,1,87,64,151,303,65,1
11745,462,Flexiblemedian,54,2,56,216,272,187,-7,0
11746,462,KZ144-CBD,258,3,261,265,526,906,-19,0
11747,462,XccBg35,579,4,585,507,1092,2015,0,0
11764,467,Sarcotoxin,129,1,93,90,183,95,-146,1
11765,467,Flexibleshort,30,2,7,37,44,26,8,0
11766,467,OBPgp279-CBD,396,3,190,52,242,138,18,0
11767,467,XccBg35,579,4,268,260,528,131,0,0
11788,473,CecropinAD,132,1,132,97,229,127,-67,1
11789,473,Flexiblemedian,54,2,52,162,214,122,-11,0
11790,473,EL188-CBD,351,3,387,203,590,541,-31,0
11791,473,LUZ24gp67,405,4,421,559,980,858,0,0
11800,476,SMAP29,99,1,105,493,598,129,-506,1
11801,476,Flexiblemedian,54,2,48,92,140,111,-11,0
11802,476,OBPgp279-CBD,396,3,442,129,571,1015,-19,0
11803,476,BcepC6Bgp22,507,4,541,552,1093,654,0,0
11912,8,CecropinAA,120,1,118,817,935,110,-657,1
11913,8,Flexibleshort,30,2,17,278,295,54,-228,1
11914,8,PVP-SE1gp146-CBD,267,3,295,67,362,474,-13,0
11915,8,BcepC6Bgp22,507,4,577,349,926,598,0,0
11924,11,CecropinAD,132,1,101,684,785,150,-671,1
11925,11,Flexiblemedian,54,2,60,114,174,180,-6,0
11926,11,EL188-CBD,351,3,361,168,529,1559,-15,0
11927,11,BcepC6Bgp22,507,4,516,514,1030,2133,0,0
11976,24,Sushi,114,1,143,512,655,108,-231,1
11977,24,Flexiblemedian,54,2,47,424,471,84,-279,1
11978,24,201j2-1gp229-CBD,267,3,267,192,459,363,23,0
11979,24,PsP3gp10,507,4,463,482,945,1706,0,0
11996,29,Sushi,114,1,108,692,800,112,-321,1
11997,29,Flexiblemedian,54,2,9,479,488,36,-314,1
11998,29,OBPgp279-CBD,396,3,424,174,598,566,-61,1
11999,29,201j2-1gp229-EAD,540,4,588,537,1125,830,0,0
12040,40,Sushi,114,1,120,217,337,116,-225,1
12041,40,Flexiblemedian,54,2,39,112,151,101,21,0
12042,40,201j2-1gp229-CBD,267,3,280,172,452,953,-10,0
12043,40,LysEC8,507,4,516,442,958,1443,0,0
12068,47,Dermaseptin,93,1,91,53,144,345,718,1
12069,47,Flexiblemedian,54,2,61,862,923,74,-760,1
12070,47,PVP-SE1gp146-CBD,267,3,297,163,460,847,-12,0
12071,47,BcepC6Bgp22,507,4,557,448,1005,1933,0,0
12072,48,3IQ2,81,1,82,863,945,126,-175,1
12073,48,Flexiblemedian,54,2,37,770,807,74,-619,1
12074,48,K11gp3.5,465,3,467,188,655,1462,-11,0
12075,48,BcepC6Bgp22,507,4,546,644,1190,1980,0,0
12092,53,LL-37,123,1,115,45,160,86,-154,1
12093,53,Flexiblemedian,54,2,10,6,16,32,53,1
12094,53,OBPgp279-CBD,396,3,405,69,474,177,-466,1
12095,53,KZgp181,501,4,548,8,556,253,0,0
12112,58,TB_KKG6A,57,1,60,68,128,229,389,1
12113,58,Flexiblemedian,54,2,62,517,579,89,-425,1
12114,58,201j2-1gp229-CBD,267,3,278,154,432,952,-16,0
12115,58,KMVgp36C,498,4,518,416,934,1781,0,0
12116,59,Cathelicidin,102,1,91,76,167,255,470,1
12117,59,Flexibleshort,30,2,23,637,660,53,-237,1
12118,59,K11gp3.5,465,3,492,423,915,231,-558,1
12119,59,XccBg35,579,4,626,357,983,335,0,0
12200,80,CecropinAD,132,1,150,516,666,126,235,1
12201,80,Flexiblemedian,54,2,43,901,944,77,-821,1
12202,80,KZ144-CBD,258,3,264,123,387,940,-21,0
12203,80,XccBg35,579,4,607,366,973,2249,0,0
12204,81,Cecropin,105,1,105,218,323,107,-216,1
12205,81,Flexiblemedian,54,2,57,107,164,200,-6,0
12206,81,201j2-1gp229-CBD,267,3,276,158,434,561,-94,1
12207,81,LysEC8,507,4,372,340,712,316,0,0
12232,88,Sarcotoxin,129,1,142,624,766,107,-518,1
12233,88,Flexibleshort,30,2,28,248,276,64,139,1
12234,88,K11gp3.5,465,3,453,415,868,706,-446,1
12235,88,CR8gp3.5,465,4,485,422,907,373,0,0
12356,119,Sarcotoxin,129,1,133,338,471,107,372,1
12357,119,Flexiblemedian,54,2,43,843,886,55,-316,1
12358,119,K11gp3.5,465,3,478,570,1048,201,-597,1
12359,119,PsP3gp10,507,4,519,451,970,259,0,0
12360,120,CecropinAA,120,1,123,36,159,470,66,1
12361,120,Flexiblemedian,54,2,46,225,271,154,7,0
12362,120,KZ144-CBD,258,3,258,278,536,1017,-18,0
12363,120,CR8gp3.5,465,4,487,518,1005,1874,0,0
12432,138,Cathelicidin,102,1,101,72,173,212,772,1
12433,138,Flexiblemedian,54,2,41,945,986,67,-786,1
12434,138,KZ144-CBD,258,3,277,200,477,943,-12,0
12435,138,XccBg35,579,4,633,465,1098,1785,0,0
12612,183,CecropinAD,132,1,106,552,658,125,-526,1
12613,183,Flexibleshort,30,2,29,132,161,92,-4,0
12614,183,PVP-SE1gp146-CBD,267,3,268,157,425,981,-7,0
12615,183,XccBg35,579,4,577,418,995,1451,0,0
12704,206,Sushi,114,1,124,189,313,128,-200,1
12705,206,Flexiblemedian,54,2,46,113,159,79,4,0
12706,206,EL188-CBD,351,3,363,163,526,892,-28,0
12707,206,KMVgp36C,498,4,529,498,1027,1325,0,0
13012,283,Sarcotoxin,129,1,90,697,787,117,-666,1
13013,283,Flexiblemedian,54,2,60,121,181,167,-6,0
13014,283,PVP-SE1gp146-CBD,267,3,278,175,453,976,-18,0
13015,283,PVP-SE1gp146-EAD,561,4,590,435,1025,2216,0,0
13048,292,Cecropin,105,1,106,82,188,442,69,1
13049,292,Flexiblemedian,54,2,52,257,309,154,-2,0
13050,292,KZ144-CBD,258,3,275,307,582,863,-18,0
13051,292,P2gp09,510,4,512,564,1076,2057,0,0
13072,298,SMAP29,99,1,101,39,140,314,80,1
13073,298,Flexiblemedian,54,2,60,220,280,180,-6,0
13074,298,201j2-1gp229-CBD,267,3,275,274,549,839,-24,0
13075,298,PVP-SE1gp146-EAD,561,4,563,525,1088,1847,0,0
13088,302,Ascaphine,84,1,69,537,606,101,-540,1
13089,302,Flexiblemedian,54,2,58,66,124,63,614,1
13090,302,OBPgp279-CBD,396,3,395,738,1133,208,-884,1
13091,302,LysAci7,591,4,645,249,894,295,0,0
13232,338,Ranalexin,66,1,67,89,156,283,74,1
13233,338,Flexiblemedian,54,2,57,230,287,201,-10,0
13234,338,OBPgp279-CBD,396,3,418,277,695,1214,-21,0
13235,338,BcepC6Bgp16,423,4,447,674,1121,888,0,0
13268,347,Sushi,114,1,125,524,649,113,-563,1
13269,347,Flexiblemedian,54,2,57,86,143,138,-1,0
13270,347,EL188-CBD,351,3,386,142,528,861,-33,0
13271,347,LysEC8,507,4,535,495,1030,1274,0,0
13480,400,Piscidin,78,1,78,102,180,116,553,1
13481,400,Flexiblemedian,54,2,49,733,782,84,-546,1
13482,400,EL188-CBD,351,3,394,236,630,708,-34,0
13483,400,OBPgp276,540,4,621,596,1217,1082,0,0
13532,413,Sarcotoxin,129,1,143,422,565,126,-468,1
13533,413,Flexiblemedian,54,2,54,97,151,190,-7,0
13534,413,201j2-1gp229-CBD,267,3,279,144,423,945,-20,0
13535,413,OBPgp276,540,4,561,403,964,2213,0,0
13604,431,LL-37,123,1,96,871,967,107,78,1
13605,431,Flexibleshort,30,2,14,1045,1059,34,-537,1
13606,431,K11gp3.5,465,3,480,522,1002,156,-932,1
13607,431,KZ144-EAD,543,4,585,70,655,246,0,0
13672,448,CecropinAD,132,1,130,764,894,112,-774,1
13673,448,Flexibleshort,30,2,24,120,144,66,2,0
13674,448,PVP-SE1gp146-CBD,267,3,282,146,428,738,-24,0
13675,448,P2gp09,510,4,546,404,950,1398,0,0
13724,461,PAM2,78,1,84,439,523,125,166,1
13725,461,Flexiblemedian,54,2,64,689,753,91,-617,1
13726,461,201j2-1gp229-CBD,267,3,287,136,423,887,-22,0
13727,461,BcepC6Bgp16,423,4,446,401,847,1327,0,0
13768,472,IR2,54,1,57,30,87,206,320,1
13769,472,Flexiblemedian,54,2,55,407,462,127,-355,1
13770,472,201j2-1gp229-CBD,267,3,279,107,386,817,-21,0
13771,472,BcepC6Bgp16,423,4,315,365,680,427,0,0
13776,474,Cathelicidin,102,1,68,448,516,100,-177,1
13777,474,Flexiblemedian,54,2,9,339,348,27,-16,0
13778,474,KZ144-CBD,258,3,315,332,647,426,-551,1
13779,474,KZ144-EAD,543,4,538,96,634,284,0,0
13948,24,LL-37,123,1,122,148,270,103,425,1
13949,24,Flexiblemedian,54,2,16,695,711,40,-606,1
13950,24,OBPgp279-CBD,396,3,318,105,423,187,-325,1
13951,24,OBPgp279-EAD,615,4,630,98,728,246,0,0
13972,30,CecropinAA,120,1,104,175,279,108,-190,1
13973,30,Flexiblemedian,54,2,53,89,142,74,45,0
13974,30,KZ144-CBD,258,3,280,187,467,285,-40,0
13975,30,LysAci7,591,4,619,427,1046,377,0,0
14152,75,CecropinAD,132,1,75,750,825,141,-696,1
14153,75,Flexiblemedian,54,2,52,129,181,162,-8,0
14154,75,OBPgp279-CBD,396,3,412,173,585,1619,-21,0
14155,75,XccBg35,579,4,589,564,1153,2326,0,0
14212,90,Cecropin,105,1,105,42,147,150,281,1
14213,90,Flexiblemedian,54,2,32,428,460,62,-276,1
14214,90,KZ144-CBD,258,3,262,184,446,294,-30,0
14215,90,Vpept,438,4,456,416,872,277,0,0
14400,137,3IQ2,81,1,79,582,661,147,-599,1
14401,137,Flexiblemedian,54,2,54,62,116,163,-11,0
14402,137,PVP-SE1gp146-CBD,267,3,277,105,382,1049,-12,0
14403,137,BcepC6Bgp22,507,4,522,370,892,1938,0,0
14420,142,CecropinAD,132,1,104,526,630,131,-534,1
14421,142,Flexibleshort,30,2,29,96,125,123,-5,0
14422,142,PVP-SE1gp146-CBD,267,3,273,120,393,940,-23,0
14423,142,BcepC6Bgp22,507,4,516,370,886,1649,0,0
14428,144,CecropinAD,132,1,136,603,739,137,-298,1
14429,144,Flexiblemedian,54,2,53,441,494,105,-361,1
14430,144,KZ144-CBD,258,3,276,133,409,974,-12,0
14431,144,BcepC6Bgp16,423,4,441,397,838,1297,0,0
14472,155,Buforin,75,1,76,79,155,309,77,1
14473,155,Flexiblemedian,54,2,58,232,290,175,-5,0
14474,155,201j2-1gp229-CBD,267,3,282,285,567,932,-19,0
14475,155,BcepC6Bgp22,507,4,539,548,1087,1810,0,0
14496,161,Sarcotoxin,129,1,96,342,438,108,-120,1
14497,161,Flexibleshort,30,2,29,318,347,51,-306,1
14498,161,EL188-CBD,351,3,369,41,410,191,-207,1
14499,161,KMVgp36C,498,4,549,203,752,252,0,0
14520,167,Cecropin,105,1,102,81,183,399,83,1
14521,167,Flexiblemedian,54,2,59,266,325,175,-5,0
14522,167,OBPgp279-CBD,396,3,397,320,717,1202,-569,1
14523,167,KMVgp36C,498,4,344,148,492,228,0,0
14604,188,Sarcotoxin,129,1,95,112,207,108,-69,1
14605,188,Flexiblemedian,54,2,40,138,178,88,23,0
14606,188,201j2-1gp229-CBD,267,3,288,201,489,453,-10,0
14607,188,LysEC8,507,4,535,479,1014,812,0,0
14616,191,E7K_I9K_IsCT,51,1,50,71,121,237,716,1
14617,191,Flexiblemedian,54,2,56,837,893,71,-414,1
14618,191,K11gp3.5,465,3,494,479,973,221,-830,1
14619,191,XccBg35,579,4,586,143,729,309,0,0
14660,202,CecropinAD,132,1,107,703,810,124,-692,1
14661,202,Flexiblemedian,54,2,65,118,183,192,-5,0
14662,202,EL188-CBD,351,3,360,178,538,1420,-19,0
14663,202,BcepC6Bgp22,507,4,534,519,1053,2045,0,0
14712,215,Cecropin,105,1,98,84,182,98,-92,1
14713,215,Flexiblemedian,54,2,57,90,147,72,226,1
14714,215,KZ144-CBD,258,3,252,373,625,179,-162,1
14715,215,Phage003,423,4,428,463,891,604,0,0
14736,221,CecropinAD,132,1,138,637,775,107,101,1
14737,221,Flexiblemedian,54,2,54,876,930,66,-553,1
14738,221,KZ144-CBD,258,3,210,377,587,339,-20,0
14739,221,PsP3gp10,507,4,543,567,1110,1443,0,0
14864,253,Fowlicidin-2,105,1,107,620,727,126,-485,1
14865,253,Flexiblemedian,54,2,54,242,296,106,-11,0
14866,253,201j2-1gp229-CBD,267,3,244,285,529,841,-27,0
14867,253,BcepC6Bgp22,507,4,519,502,1021,1526,0,0
14872,255,Sarcotoxin,129,1,107,276,383,117,-278,1
14873,255,Flexiblemedian,54,2,53,105,158,109,-7,0
14874,255,EL188-CBD,351,3,368,151,519,639,-44,0
14875,255,BcepC6Bgp16,423,4,393,475,868,894,0,0
14940,272,E7K_I9K,51,1,51,59,110,215,56,1
14941,272,Flexiblemedian,54,2,61,166,227,146,-7,0
14942,272,KZ144-CBD,258,3,281,220,501,693,-31,0
14943,272,PVP-SE1gp146-EAD,561,4,595,470,1065,1799,0,0
14988,284,LL-37,123,1,99,710,809,95,-794,1
14989,284,Flexiblemedian,54,2,15,15,30,31,142,1
14990,284,EL188-CBD,351,3,390,172,562,259,-39,0
14991,284,Phage003,423,4,468,523,991,460,0,0
15064,303,Magainin,81,1,77,71,148,266,596,1
15065,303,Flexiblemedian,54,2,54,744,798,61,-636,1
15066,303,PVP-SE1gp146-CBD,267,3,287,162,449,829,-15,0
15067,303,BcepC6Bgp22,507,4,535,434,969,1740,0,0
15108,314,Sushi,114,1,121,241,362,109,-259,1
15109,314,Flexiblemedian,54,2,38,103,141,64,139,1
15110,314,OBPgp279-CBD,396,3,401,280,681,223,-530,1
15111,314,XccBg35,579,4,600,151,751,304,0,0
15120,317,CecropinAD,132,1,107,277,384,118,-312,1
15121,317,Flexiblemedian,54,2,52,72,124,127,7,0
15122,317,K11gp3.5,465,3,497,131,628,1097,-40,0
15123,317,KZgp181,501,4,543,588,1131,1196,0,0
15152,325,Sarcotoxin,129,1,132,669,801,124,-678,1
15153,325,Flexiblemedian,54,2,54,123,177,92,469,1
15154,325,201j2-1gp229-CBD,267,3,306,646,952,429,-704,1
15155,325,Phage2b.1bg019,573,4,594,248,842,294,0,0
15240,347,E7K_I9K,51,1,47,30,77,129,381,1
15241,347,Flexibleshort,30,2,32,458,490,59,-357,1
15242,347,K11gp3.5,465,3,369,133,502,210,-266,1
15243,347,LysAci7,591,4,601,236,837,314,0,0
15264,353,CecropinAD,132,1,131,466,597,136,-484,1
15265,353,Flexiblemedian,54,2,55,113,168,74,-10,0
15266,353,KZ144-CBD,258,3,291,158,449,530,-22,0
